GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres,Tot_2016_sen,Dem_2016_sen,Rep_2016_sen,Tot_2018_gov,Dem_2018_gov,Rep_2018_gov,Tot_2018_ag,Dem_2018_ag,Rep_2018_ag
19001001001,448,190,251,0,0,0,0,0,0,0,0,0,0,0,0
19001001002,118,50,66,0,0,0,0,0,0,0,0,0,0,0,0
19001001003,98,42,55,0,0,0,0,0,0,0,0,0,0,0,0
19001001004,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
19001001005,99,47,50,0,0,0,0,0,0,0,0,0,0,0,0
19001001006,128,61,65,0,0,0,0,0,0,0,0,0,0,0,0
19001001007,394,189,199,0,0,0,0,0,0,0,0,0,0,0,0
19001001008,100,48,50,0,0,0,0,0,0,0,0,0,0,0,0
19001001009,91,44,46,0,0,0,0,0,0,0,0,0,0,0,0
19001001010,104,44,58,0,0,0,0,0,0,0,0,0,0,0,0
19001001011,52,22,29,0,0,0,0,0,0,0,0,0,0,0,0
19001001012,81,36,44,0,0,0,0,0,0,0,0,0,0,0,0
19001001013,88,38,48,0,0,0,0,0,0,0,0,0,0,0,0
19001001014,469,206,255,0,0,0,0,0,0,0,0,0,0,0,0
19001001015,142,75,65,0,0,0,0,0,0,0,0,0,0,0,0
19001001016,50,26,23,0,0,0,0,0,0,0,0,0,0,0,0
19001001017,854,431,405,0,0,0,0,0,0,0,0,0,0,0,0
19001001018,91,48,42,0,0,0,0,0,0,0,0,0,0,0,0
19001001019,108,57,49,0,0,0,0,0,0,0,0,0,0,0,0
19001001020,378,200,173,0,0,0,0,0,0,0,0,0,0,0,0
19001001021,85,37,46,0,0,0,0,0,0,0,0,0,0,0,0
19001001022,70,31,38,0,0,0,0,0,0,0,0,0,0,0,0
19003003001,48,25,22,0,0,0,0,0,0,0,0,0,0,0,0
19003003002,78,42,35,0,0,0,0,0,0,0,0,0,0,0,0
19003003003,89,47,40,0,0,0,0,0,0,0,0,0,0,0,0
19003003004,108,52,53,0,0,0,0,0,0,0,0,0,0,0,0
19003003005,83,40,41,0,0,0,0,0,0,0,0,0,0,0,0
19003003006,232,124,103,0,0,0,0,0,0,0,0,0,0,0,0
19003003007,91,52,38,0,0,0,0,0,0,0,0,0,0,0,0
19003003008,863,441,407,0,0,0,0,0,0,0,0,0,0,0,0
19003003009,73,39,33,0,0,0,0,0,0,0,0,0,0,0,0
19003003010,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0
19003003011,154,58,94,0,0,0,0,0,0,0,0,0,0,0,0
19003003012,139,79,58,0,0,0,0,0,0,0,0,0,0,0,0
19003003013,92,44,45,0,0,0,0,0,0,0,0,0,0,0,0
19003003014,124,59,61,0,0,0,0,0,0,0,0,0,0,0,0
19003003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19005005001,150,105,41,0,0,0,0,0,0,0,0,0,0,0,0
19005005002,121,54,64,0,0,0,0,0,0,0,0,0,0,0,0
19005005003,391,174,207,0,0,0,0,0,0,0,0,0,0,0,0
19005005004,803,498,294,0,0,0,0,0,0,0,0,0,0,0,0
19005005005,115,60,53,0,0,0,0,0,0,0,0,0,0,0,0
19005005006,102,72,28,0,0,0,0,0,0,0,0,0,0,0,0
19005005007,255,133,118,0,0,0,0,0,0,0,0,0,0,0,0
19005005008,291,151,135,0,0,0,0,0,0,0,0,0,0,0,0
19005005009,175,109,64,0,0,0,0,0,0,0,0,0,0,0,0
19005005010,250,155,92,0,0,0,0,0,0,0,0,0,0,0,0
19005005011,348,226,117,0,0,0,0,0,0,0,0,0,0,0,0
19005005012,256,120,130,0,0,0,0,0,0,0,0,0,0,0,0
19005005013,288,150,134,0,0,0,0,0,0,0,0,0,0,0,0
19005005014,284,148,132,0,0,0,0,0,0,0,0,0,0,0,0
19005005015,2047,1225,782,0,0,0,0,0,0,0,0,0,0,0,0
19005005016,144,68,74,0,0,0,0,0,0,0,0,0,0,0,0
19005005017,573,280,282,0,0,0,0,0,0,0,0,0,0,0,0
19005005018,191,90,99,0,0,0,0,0,0,0,0,0,0,0,0
19005005019,152,71,77,0,0,0,0,0,0,0,0,0,0,0,0
19005005020,126,82,42,0,0,0,0,0,0,0,0,0,0,0,0
19007007001,136,63,71,0,0,0,0,0,0,0,0,0,0,0,0
19007007002,96,44,50,0,0,0,0,0,0,0,0,0,0,0,0
19007007003,113,52,59,0,0,0,0,0,0,0,0,0,0,0,0
19007007004,337,155,176,0,0,0,0,0,0,0,0,0,0,0,0
19007007005,97,31,62,0,0,0,0,0,0,0,0,0,0,0,0
19007007006,187,79,107,0,0,0,0,0,0,0,0,0,0,0,0
19007007007,84,35,48,0,0,0,0,0,0,0,0,0,0,0,0
19007007008,238,128,105,0,0,0,0,0,0,0,0,0,0,0,0
19007007009,145,67,76,0,0,0,0,0,0,0,0,0,0,0,0
19007007010,82,34,47,0,0,0,0,0,0,0,0,0,0,0,0
19007007011,239,98,137,0,0,0,0,0,0,0,0,0,0,0,0
19007007012,49,20,28,0,0,0,0,0,0,0,0,0,0,0,0
19007007013,212,115,93,0,0,0,0,0,0,0,0,0,0,0,0
19007007014,2987,1509,1419,0,0,0,0,0,0,0,0,0,0,0,0
19007007015,98,41,55,0,0,0,0,0,0,0,0,0,0,0,0
19007007016,96,40,53,0,0,0,0,0,0,0,0,0,0,0,0
19007007017,88,37,48,0,0,0,0,0,0,0,0,0,0,0,0
19007007018,272,114,149,0,0,0,0,0,0,0,0,0,0,0,0
19007007019,229,110,116,0,0,0,0,0,0,0,0,0,0,0,0
19007007020,310,156,147,0,0,0,0,0,0,0,0,0,0,0,0
19007007021,84,42,40,0,0,0,0,0,0,0,0,0,0,0,0
19009009001,128,62,64,0,0,0,0,0,0,0,0,0,0,0,0
19009009002,38,19,19,0,0,0,0,0,0,0,0,0,0,0,0
19009009003,78,38,39,0,0,0,0,0,0,0,0,0,0,0,0
19009009004,84,41,42,0,0,0,0,0,0,0,0,0,0,0,0
19009009005,64,31,32,0,0,0,0,0,0,0,0,0,0,0,0
19009009006,68,38,29,0,0,0,0,0,0,0,0,0,0,0,0
19009009007,1437,674,737,0,0,0,0,0,0,0,0,0,0,0,0
19009009008,123,60,61,0,0,0,0,0,0,0,0,0,0,0,0
19009009009,347,186,151,0,0,0,0,0,0,0,0,0,0,0,0
19009009010,132,73,57,0,0,0,0,0,0,0,0,0,0,0,0
19009009011,78,43,34,0,0,0,0,0,0,0,0,0,0,0,0
19009009012,111,61,48,0,0,0,0,0,0,0,0,0,0,0,0
19009009013,610,338,263,0,0,0,0,0,0,0,0,0,0,0,0
19009009014,135,75,58,0,0,0,0,0,0,0,0,0,0,0,0
19011011001,173,65,105,0,0,0,0,0,0,0,0,0,0,0,0
19011011002,308,115,189,0,0,0,0,0,0,0,0,0,0,0,0
19011011003,195,79,112,0,0,0,0,0,0,0,0,0,0,0,0
19011011004,1189,694,483,0,0,0,0,0,0,0,0,0,0,0,0
19011011005,480,238,234,0,0,0,0,0,0,0,0,0,0,0,0
19011011006,3014,1572,1405,0,0,0,0,0,0,0,0,0,0,0,0
19011011007,333,160,168,0,0,0,0,0,0,0,0,0,0,0,0
19011011008,115,55,58,0,0,0,0,0,0,0,0,0,0,0,0
19011011009,109,52,55,0,0,0,0,0,0,0,0,0,0,0,0
19011011010,128,59,66,0,0,0,0,0,0,0,0,0,0,0,0
19011011011,135,55,77,0,0,0,0,0,0,0,0,0,0,0,0
19011011012,988,490,482,0,0,0,0,0,0,0,0,0,0,0,0
19011011013,1329,624,687,0,0,0,0,0,0,0,0,0,0,0,0
19011011014,693,367,310,0,0,0,0,0,0,0,0,0,0,0,0
19011011015,566,263,292,0,0,0,0,0,0,0,0,0,0,0,0
19011011016,487,250,227,0,0,0,0,0,0,0,0,0,0,0,0
19011011017,217,109,105,0,0,0,0,0,0,0,0,0,0,0,0
19011011018,1221,699,500,0,0,0,0,0,0,0,0,0,0,0,0
19011011019,557,279,269,0,0,0,0,0,0,0,0,0,0,0,0
19011011020,45,22,22,0,0,0,0,0,0,0,0,0,0,0,0
19011011021,249,140,105,0,0,0,0,0,0,0,0,0,0,0,0
19011011022,617,348,260,0,0,0,0,0,0,0,0,0,0,0,0
19011011023,569,323,236,0,0,0,0,0,0,0,0,0,0,0,0
19013013001,560,228,326,0,0,0,0,0,0,0,0,0,0,0,0
19013013002,346,169,166,0,0,0,0,0,0,0,0,0,0,0,0
19013013003,70,34,34,0,0,0,0,0,0,0,0,0,0,0,0
19013013004,622,295,313,0,0,0,0,0,0,0,0,0,0,0,0
19013013005,269,111,152,0,0,0,0,0,0,0,0,0,0,0,0
19013013006,361,183,175,0,0,0,0,0,0,0,0,0,0,0,0
19013013007,431,203,221,0,0,0,0,0,0,0,0,0,0,0,0
19013013008,261,123,134,0,0,0,0,0,0,0,0,0,0,0,0
19013013009,560,329,217,0,0,0,0,0,0,0,0,0,0,0,0
19013013010,661,375,275,0,0,0,0,0,0,0,0,0,0,0,0
19013013011,250,142,104,0,0,0,0,0,0,0,0,0,0,0,0
19013013012,48,27,20,0,0,0,0,0,0,0,0,0,0,0,0
19013013013,175,93,78,0,0,0,0,0,0,0,0,0,0,0,0
19013013014,1324,704,590,0,0,0,0,0,0,0,0,0,0,0,0
19013013015,926,541,372,0,0,0,0,0,0,0,0,0,0,0,0
19013013016,265,110,150,0,0,0,0,0,0,0,0,0,0,0,0
19013013017,243,100,138,0,0,0,0,0,0,0,0,0,0,0,0
19013013018,224,93,127,0,0,0,0,0,0,0,0,0,0,0,0
19013013019,238,109,125,0,0,0,0,0,0,0,0,0,0,0,0
19013013020,1380,632,725,0,0,0,0,0,0,0,0,0,0,0,0
19013013021,193,91,99,0,0,0,0,0,0,0,0,0,0,0,0
19013013022,1028,611,393,0,0,0,0,0,0,0,0,0,0,0,0
19013013023,1192,724,442,0,0,0,0,0,0,0,0,0,0,0,0
19013013024,1163,711,428,0,0,0,0,0,0,0,0,0,0,0,0
19013013025,1565,898,643,0,0,0,0,0,0,0,0,0,0,0,0
19013013026,1037,633,379,0,0,0,0,0,0,0,0,0,0,0,0
19013013027,1538,729,795,0,0,0,0,0,0,0,0,0,0,0,0
19013013028,1518,692,809,0,0,0,0,0,0,0,0,0,0,0,0
19013013029,1582,747,813,0,0,0,0,0,0,0,0,0,0,0,0
19013013030,1393,825,554,0,0,0,0,0,0,0,0,0,0,0,0
19013013031,893,587,285,0,0,0,0,0,0,0,0,0,0,0,0
19013013032,1129,746,361,0,0,0,0,0,0,0,0,0,0,0,0
19013013033,1306,882,401,0,0,0,0,0,0,0,0,0,0,0,0
19013013034,2042,1164,857,0,0,0,0,0,0,0,0,0,0,0,0
19013013035,868,521,329,0,0,0,0,0,0,0,0,0,0,0,0
19013013036,2082,1020,1044,0,0,0,0,0,0,0,0,0,0,0,0
19013013037,589,385,196,0,0,0,0,0,0,0,0,0,0,0,0
19013013038,2206,1469,707,0,0,0,0,0,0,0,0,0,0,0,0
19013013039,1327,754,558,0,0,0,0,0,0,0,0,0,0,0,0
19013013040,1273,766,494,0,0,0,0,0,0,0,0,0,0,0,0
19013013041,1085,762,304,0,0,0,0,0,0,0,0,0,0,0,0
19013013042,1212,719,475,0,0,0,0,0,0,0,0,0,0,0,0
19013013043,1137,652,466,0,0,0,0,0,0,0,0,0,0,0,0
19013013044,1581,711,856,0,0,0,0,0,0,0,0,0,0,0,0
19013013045,958,512,433,0,0,0,0,0,0,0,0,0,0,0,0
19013013046,789,538,238,0,0,0,0,0,0,0,0,0,0,0,0
19013013047,1218,771,434,0,0,0,0,0,0,0,0,0,0,0,0
19013013048,1397,869,505,0,0,0,0,0,0,0,0,0,0,0,0
19013013049,1301,763,519,0,0,0,0,0,0,0,0,0,0,0,0
19013013050,1298,639,651,0,0,0,0,0,0,0,0,0,0,0,0
19013013051,1041,691,334,0,0,0,0,0,0,0,0,0,0,0,0
19013013052,1029,760,250,0,0,0,0,0,0,0,0,0,0,0,0
19013013053,734,635,90,0,0,0,0,0,0,0,0,0,0,0,0
19013013054,793,618,162,0,0,0,0,0,0,0,0,0,0,0,0
19013013055,1459,958,469,0,0,0,0,0,0,0,0,0,0,0,0
19013013056,685,525,149,0,0,0,0,0,0,0,0,0,0,0,0
19013013057,1059,979,72,0,0,0,0,0,0,0,0,0,0,0,0
19013013058,675,615,53,0,0,0,0,0,0,0,0,0,0,0,0
19013013059,580,491,75,0,0,0,0,0,0,0,0,0,0,0,0
19013013060,867,661,190,0,0,0,0,0,0,0,0,0,0,0,0
19013013061,1095,988,103,0,0,0,0,0,0,0,0,0,0,0,0
19013013062,692,494,185,0,0,0,0,0,0,0,0,0,0,0,0
19013013063,615,474,130,0,0,0,0,0,0,0,0,0,0,0,0
19013013064,1185,785,390,0,0,0,0,0,0,0,0,0,0,0,0
19013013065,922,643,276,0,0,0,0,0,0,0,0,0,0,0,0
19013013066,1271,743,517,0,0,0,0,0,0,0,0,0,0,0,0
19013013067,1420,769,642,0,0,0,0,0,0,0,0,0,0,0,0
19013013068,1156,631,512,0,0,0,0,0,0,0,0,0,0,0,0
19013013069,395,232,153,0,0,0,0,0,0,0,0,0,0,0,0
19015015001,204,121,77,0,0,0,0,0,0,0,0,0,0,0,0
19015015002,199,119,75,0,0,0,0,0,0,0,0,0,0,0,0
19015015003,249,123,120,0,0,0,0,0,0,0,0,0,0,0,0
19015015004,196,97,94,0,0,0,0,0,0,0,0,0,0,0,0
19015015005,417,206,201,0,0,0,0,0,0,0,0,0,0,0,0
19015015006,522,258,252,0,0,0,0,0,0,0,0,0,0,0,0
19015015007,314,143,165,0,0,0,0,0,0,0,0,0,0,0,0
19015015008,62,37,23,0,0,0,0,0,0,0,0,0,0,0,0
19015015009,114,52,60,0,0,0,0,0,0,0,0,0,0,0,0
19015015010,27,12,14,0,0,0,0,0,0,0,0,0,0,0,0
19015015011,90,41,47,0,0,0,0,0,0,0,0,0,0,0,0
19015015012,516,234,271,0,0,0,0,0,0,0,0,0,0,0,0
19015015013,1072,559,486,0,0,0,0,0,0,0,0,0,0,0,0
19015015014,426,192,225,0,0,0,0,0,0,0,0,0,0,0,0
19015015015,6406,3545,2737,0,0,0,0,0,0,0,0,0,0,0,0
19015015016,417,206,201,0,0,0,0,0,0,0,0,0,0,0,0
19015015017,81,40,39,0,0,0,0,0,0,0,0,0,0,0,0
19015015018,237,117,115,0,0,0,0,0,0,0,0,0,0,0,0
19015015019,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0
19015015020,259,141,114,0,0,0,0,0,0,0,0,0,0,0,0
19015015021,1372,755,595,0,0,0,0,0,0,0,0,0,0,0,0
19015015022,270,146,119,0,0,0,0,0,0,0,0,0,0,0,0
19015015023,190,83,104,0,0,0,0,0,0,0,0,0,0,0,0
19015015024,258,113,142,0,0,0,0,0,0,0,0,0,0,0,0
19015015025,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0
19017017001,486,248,233,0,0,0,0,0,0,0,0,0,0,0,0
19017017002,191,84,104,0,0,0,0,0,0,0,0,0,0,0,0
19017017003,202,114,86,0,0,0,0,0,0,0,0,0,0,0,0
19017017004,104,59,44,0,0,0,0,0,0,0,0,0,0,0,0
19017017005,149,75,72,0,0,0,0,0,0,0,0,0,0,0,0
19017017006,995,502,482,0,0,0,0,0,0,0,0,0,0,0,0
19017017007,184,106,75,0,0,0,0,0,0,0,0,0,0,0,0
19017017008,193,111,79,0,0,0,0,0,0,0,0,0,0,0,0
19017017009,632,364,259,0,0,0,0,0,0,0,0,0,0,0,0
19017017010,320,180,132,0,0,0,0,0,0,0,0,0,0,0,0
19017017011,351,198,145,0,0,0,0,0,0,0,0,0,0,0,0
19017017012,312,172,136,0,0,0,0,0,0,0,0,0,0,0,0
19017017013,5268,2973,2225,0,0,0,0,0,0,0,0,0,0,0,0
19017017014,353,174,171,0,0,0,0,0,0,0,0,0,0,0,0
19017017015,412,228,174,0,0,0,0,0,0,0,0,0,0,0,0
19017017016,791,373,404,0,0,0,0,0,0,0,0,0,0,0,0
19017017017,956,490,447,0,0,0,0,0,0,0,0,0,0,0,0
19017017018,744,375,361,0,0,0,0,0,0,0,0,0,0,0,0
19017017019,231,116,112,0,0,0,0,0,0,0,0,0,0,0,0
19019019001,290,189,98,0,0,0,0,0,0,0,0,0,0,0,0
19019019002,319,207,108,0,0,0,0,0,0,0,0,0,0,0,0
19019019003,524,321,197,0,0,0,0,0,0,0,0,0,0,0,0
19019019004,106,67,38,0,0,0,0,0,0,0,0,0,0,0,0
19019019005,56,35,20,0,0,0,0,0,0,0,0,0,0,0,0
19019019006,284,166,115,0,0,0,0,0,0,0,0,0,0,0,0
19019019007,100,63,36,0,0,0,0,0,0,0,0,0,0,0,0
19019019008,139,83,55,0,0,0,0,0,0,0,0,0,0,0,0
19019019009,141,84,56,0,0,0,0,0,0,0,0,0,0,0,0
19019019010,555,320,227,0,0,0,0,0,0,0,0,0,0,0,0
19019019011,391,221,163,0,0,0,0,0,0,0,0,0,0,0,0
19019019012,1176,704,454,0,0,0,0,0,0,0,0,0,0,0,0
19019019013,247,140,103,0,0,0,0,0,0,0,0,0,0,0,0
19019019014,261,142,114,0,0,0,0,0,0,0,0,0,0,0,0
19019019015,3261,1922,1296,0,0,0,0,0,0,0,0,0,0,0,0
19019019016,666,365,290,0,0,0,0,0,0,0,0,0,0,0,0
19019019017,464,276,183,0,0,0,0,0,0,0,0,0,0,0,0
19019019018,139,76,61,0,0,0,0,0,0,0,0,0,0,0,0
19019019019,196,108,85,0,0,0,0,0,0,0,0,0,0,0,0
19019019020,262,142,115,0,0,0,0,0,0,0,0,0,0,0,0
19019019021,380,207,166,0,0,0,0,0,0,0,0,0,0,0,0
19019019022,364,199,151,0,0,0,0,0,0,0,0,0,0,0,0
19021021001,67,23,43,0,0,0,0,0,0,0,0,0,0,0,0
19021021002,188,64,122,0,0,0,0,0,0,0,0,0,0,0,0
19021021003,108,46,62,0,0,0,0,0,0,0,0,0,0,0,0
19021021004,341,155,181,0,0,0,0,0,0,0,0,0,0,0,0
19021021005,108,49,58,0,0,0,0,0,0,0,0,0,0,0,0
19021021006,216,106,105,0,0,0,0,0,0,0,0,0,0,0,0
19021021007,474,186,283,0,0,0,0,0,0,0,0,0,0,0,0
19021021008,92,39,53,0,0,0,0,0,0,0,0,0,0,0,0
19021021009,134,57,77,0,0,0,0,0,0,0,0,0,0,0,0
19021021010,102,46,54,0,0,0,0,0,0,0,0,0,0,0,0
19021021011,1052,472,557,0,0,0,0,0,0,0,0,0,0,0,0
19021021012,311,119,189,0,0,0,0,0,0,0,0,0,0,0,0
19021021013,172,66,104,0,0,0,0,0,0,0,0,0,0,0,0
19021021014,95,37,57,0,0,0,0,0,0,0,0,0,0,0,0
19021021015,558,240,308,0,0,0,0,0,0,0,0,0,0,0,0
19021021016,133,57,74,0,0,0,0,0,0,0,0,0,0,0,0
19021021017,349,142,202,0,0,0,0,0,0,0,0,0,0,0,0
19021021018,302,123,175,0,0,0,0,0,0,0,0,0,0,0,0
19021021019,3496,1999,1448,0,0,0,0,0,0,0,0,0,0,0,0
19021021020,122,49,71,0,0,0,0,0,0,0,0,0,0,0,0
19023023001,140,61,74,0,0,0,0,0,0,0,0,0,0,0,0
19023023002,164,98,64,0,0,0,0,0,0,0,0,0,0,0,0
19023023003,599,359,235,0,0,0,0,0,0,0,0,0,0,0,0
19023023004,149,59,88,0,0,0,0,0,0,0,0,0,0,0,0
19023023005,160,63,94,0,0,0,0,0,0,0,0,0,0,0,0
19023023006,238,128,109,0,0,0,0,0,0,0,0,0,0,0,0
19023023007,158,85,72,0,0,0,0,0,0,0,0,0,0,0,0
19023023008,632,340,289,0,0,0,0,0,0,0,0,0,0,0,0
19023023009,487,208,269,0,0,0,0,0,0,0,0,0,0,0,0
19023023010,135,48,84,0,0,0,0,0,0,0,0,0,0,0,0
19023023011,378,169,203,0,0,0,0,0,0,0,0,0,0,0,0
19023023012,73,31,41,0,0,0,0,0,0,0,0,0,0,0,0
19023023013,117,35,80,0,0,0,0,0,0,0,0,0,0,0,0
19023023014,103,31,70,0,0,0,0,0,0,0,0,0,0,0,0
19023023015,154,83,68,0,0,0,0,0,0,0,0,0,0,0,0
19023023016,909,492,402,0,0,0,0,0,0,0,0,0,0,0,0
19023023017,575,306,257,0,0,0,0,0,0,0,0,0,0,0,0
19023023018,182,80,100,0,0,0,0,0,0,0,0,0,0,0,0
19023023019,820,273,535,0,0,0,0,0,0,0,0,0,0,0,0
19023023020,852,373,470,0,0,0,0,0,0,0,0,0,0,0,0
19023023021,141,42,96,0,0,0,0,0,0,0,0,0,0,0,0
19025025001,68,32,35,0,0,0,0,0,0,0,0,0,0,0,0
19025025002,111,52,57,0,0,0,0,0,0,0,0,0,0,0,0
19025025003,290,98,188,0,0,0,0,0,0,0,0,0,0,0,0
19025025004,324,151,166,0,0,0,0,0,0,0,0,0,0,0,0
19025025005,110,50,59,0,0,0,0,0,0,0,0,0,0,0,0
19025025006,896,409,475,0,0,0,0,0,0,0,0,0,0,0,0
19025025007,143,60,78,0,0,0,0,0,0,0,0,0,0,0,0
19025025008,99,40,57,0,0,0,0,0,0,0,0,0,0,0,0
19025025009,100,40,58,0,0,0,0,0,0,0,0,0,0,0,0
19025025010,936,410,511,0,0,0,0,0,0,0,0,0,0,0,0
19025025011,87,35,50,0,0,0,0,0,0,0,0,0,0,0,0
19025025012,22,9,12,0,0,0,0,0,0,0,0,0,0,0,0
19025025013,88,38,48,0,0,0,0,0,0,0,0,0,0,0,0
19025025014,67,29,37,0,0,0,0,0,0,0,0,0,0,0,0
19025025015,67,27,39,0,0,0,0,0,0,0,0,0,0,0,0
19025025016,112,49,60,0,0,0,0,0,0,0,0,0,0,0,0
19025025017,64,28,35,0,0,0,0,0,0,0,0,0,0,0,0
19025025018,71,27,41,0,0,0,0,0,0,0,0,0,0,0,0
19025025019,201,76,118,0,0,0,0,0,0,0,0,0,0,0,0
19025025020,285,127,135,0,0,0,0,0,0,0,0,0,0,0,0
19025025021,72,31,39,0,0,0,0,0,0,0,0,0,0,0,0
19025025022,858,469,377,0,0,0,0,0,0,0,0,0,0,0,0
19025025023,111,48,61,0,0,0,0,0,0,0,0,0,0,0,0
19027027001,110,57,51,0,0,0,0,0,0,0,0,0,0,0,0
19027027002,203,105,95,0,0,0,0,0,0,0,0,0,0,0,0
19027027003,262,135,122,0,0,0,0,0,0,0,0,0,0,0,0
19027027004,119,57,60,0,0,0,0,0,0,0,0,0,0,0,0
19027027005,153,74,77,0,0,0,0,0,0,0,0,0,0,0,0
19027027006,706,325,364,0,0,0,0,0,0,0,0,0,0,0,0
19027027007,37,17,19,0,0,0,0,0,0,0,0,0,0,0,0
19027027008,223,107,112,0,0,0,0,0,0,0,0,0,0,0,0
19027027009,89,43,45,0,0,0,0,0,0,0,0,0,0,0,0
19027027010,5092,2669,2351,0,0,0,0,0,0,0,0,0,0,0,0
19027027011,240,124,112,0,0,0,0,0,0,0,0,0,0,0,0
19027027012,331,169,151,0,0,0,0,0,0,0,0,0,0,0,0
19027027013,131,65,64,0,0,0,0,0,0,0,0,0,0,0,0
19027027014,211,105,102,0,0,0,0,0,0,0,0,0,0,0,0
19027027015,115,57,56,0,0,0,0,0,0,0,0,0,0,0,0
19027027016,164,82,79,0,0,0,0,0,0,0,0,0,0,0,0
19027027017,85,39,44,0,0,0,0,0,0,0,0,0,0,0,0
19027027018,96,50,44,0,0,0,0,0,0,0,0,0,0,0,0
19027027019,648,335,301,0,0,0,0,0,0,0,0,0,0,0,0
19027027020,214,108,103,0,0,0,0,0,0,0,0,0,0,0,0
19027027021,315,156,157,0,0,0,0,0,0,0,0,0,0,0,0
19027027022,851,423,413,0,0,0,0,0,0,0,0,0,0,0,0
19029029001,181,61,116,0,0,0,0,0,0,0,0,0,0,0,0
19029029002,174,59,112,0,0,0,0,0,0,0,0,0,0,0,0
19029029003,97,43,53,0,0,0,0,0,0,0,0,0,0,0,0
19029029004,613,302,298,0,0,0,0,0,0,0,0,0,0,0,0
19029029005,80,39,39,0,0,0,0,0,0,0,0,0,0,0,0
19029029006,170,84,83,0,0,0,0,0,0,0,0,0,0,0,0
19029029007,153,52,98,0,0,0,0,0,0,0,0,0,0,0,0
19029029008,146,49,94,0,0,0,0,0,0,0,0,0,0,0,0
19029029009,3728,1710,1951,0,0,0,0,0,0,0,0,0,0,0,0
19029029010,323,125,192,0,0,0,0,0,0,0,0,0,0,0,0
19029029011,124,48,74,0,0,0,0,0,0,0,0,0,0,0,0
19029029012,236,101,128,0,0,0,0,0,0,0,0,0,0,0,0
19029029013,100,51,47,0,0,0,0,0,0,0,0,0,0,0,0
19029029014,205,105,96,0,0,0,0,0,0,0,0,0,0,0,0
19029029015,80,37,42,0,0,0,0,0,0,0,0,0,0,0,0
19029029016,63,23,39,0,0,0,0,0,0,0,0,0,0,0,0
19029029017,172,63,106,0,0,0,0,0,0,0,0,0,0,0,0
19029029018,681,249,422,0,0,0,0,0,0,0,0,0,0,0,0
19031031001,330,186,138,0,0,0,0,0,0,0,0,0,0,0,0
19031031002,486,240,241,0,0,0,0,0,0,0,0,0,0,0,0
19031031003,635,357,266,0,0,0,0,0,0,0,0,0,0,0,0
19031031004,651,320,320,0,0,0,0,0,0,0,0,0,0,0,0
19031031005,165,84,77,0,0,0,0,0,0,0,0,0,0,0,0
19031031006,183,93,86,0,0,0,0,0,0,0,0,0,0,0,0
19031031007,437,222,206,0,0,0,0,0,0,0,0,0,0,0,0
19031031008,121,59,60,0,0,0,0,0,0,0,0,0,0,0,0
19031031009,96,47,48,0,0,0,0,0,0,0,0,0,0,0,0
19031031010,97,54,41,0,0,0,0,0,0,0,0,0,0,0,0
19031031011,184,95,85,0,0,0,0,0,0,0,0,0,0,0,0
19031031012,288,183,102,0,0,0,0,0,0,0,0,0,0,0,0
19031031013,2064,1147,881,0,0,0,0,0,0,0,0,0,0,0,0
19031031014,380,159,214,0,0,0,0,0,0,0,0,0,0,0,0
19031031015,264,127,134,0,0,0,0,0,0,0,0,0,0,0,0
19031031016,887,428,449,0,0,0,0,0,0,0,0,0,0,0,0
19031031017,224,108,113,0,0,0,0,0,0,0,0,0,0,0,0
19031031018,332,171,153,0,0,0,0,0,0,0,0,0,0,0,0
19031031019,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
19031031020,230,119,106,0,0,0,0,0,0,0,0,0,0,0,0
19031031021,1607,1020,567,0,0,0,0,0,0,0,0,0,0,0,0
19033033001,217,101,113,0,0,0,0,0,0,0,0,0,0,0,0
19033033002,131,52,76,0,0,0,0,0,0,0,0,0,0,0,0
19033033003,325,187,131,0,0,0,0,0,0,0,0,0,0,0,0
19033033004,640,368,257,0,0,0,0,0,0,0,0,0,0,0,0
19033033005,187,98,87,0,0,0,0,0,0,0,0,0,0,0,0
19033033006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19033033007,214,106,106,0,0,0,0,0,0,0,0,0,0,0,0
19033033008,180,72,104,0,0,0,0,0,0,0,0,0,0,0,0
19033033009,4315,2202,2050,0,0,0,0,0,0,0,0,0,0,0,0
19033033010,502,234,261,0,0,0,0,0,0,0,0,0,0,0,0
19033033011,466,218,242,0,0,0,0,0,0,0,0,0,0,0,0
19033033012,96,45,50,0,0,0,0,0,0,0,0,0,0,0,0
19033033013,175,90,81,0,0,0,0,0,0,0,0,0,0,0,0
19033033014,163,98,63,0,0,0,0,0,0,0,0,0,0,0,0
19033033015,158,78,78,0,0,0,0,0,0,0,0,0,0,0,0
19033033016,94,55,37,0,0,0,0,0,0,0,0,0,0,0,0
19033033017,46,27,18,0,0,0,0,0,0,0,0,0,0,0,0
19033033018,102,61,39,0,0,0,0,0,0,0,0,0,0,0,0
